Actual Stress,Predicted Stress,Actual Strain,Predicted Strain
0.0197680223555792,2.892515342745874,1.9058752513956306e-05,-0.0008114473140572185
0.0334723157778619,2.896628577845605,3.45439889315458e-05,-0.0007940318324880112
0.3053741086096985,3.1724680178506848,6.8492390710162e-05,-0.0008205651188971787
0.6684014721522253,3.545496941711289,0.000106609895738,-0.0008642477189518548
0.9487335644071064,3.8318044202771193,0.0001381759557261,-0.0008938355556040328
1.213204671466162,4.101310296466698,0.0001685508323134,-0.0009199380675667719
1.4778704870314827,4.3708432254794705,0.0001989257361856,-0.0009451203398779125
1.705943213568794,4.602940168001597,0.0002251315163448,-0.0009659981663789527
1.9405624223133813,4.840103319407946,0.0002543152186262,-0.0009836280283301198
2.19684725716,5.10077254710294,0.0002834989390976,-0.0010057448643889725
2.425367113143683,5.332554399093023,0.0003103003109572,-0.0010236059167048261
2.666012635306714,5.575138576510784,0.0003406752148293,-0.0010386151276995648
2.909977473909889,5.822325071844866,0.0003692633254104,-0.0010560748231194343
3.124084737565778,6.038082860682239,0.0003960646790801,-0.0010683069616289796
3.376130073789571,6.293028147398223,0.0004258440094417,-0.0010843538960157958
3.5965768117753334,6.51507213817973,0.000453240936622,-0.0010957527010447457
3.8467944614470952,6.769525914992323,0.0004800423266715,-0.0011138984489090923
4.085779190063476,7.009577746519683,0.0005104171941638,-0.0011236736836103805
4.336259857056636,7.263622930754772,0.0005378141577239,-0.001139310711692779
4.561895037454271,7.4907581804628105,0.0005652111212839,-0.0011487952847721477
4.823545047215047,7.754788125745144,0.000595586025156,-0.0011608599542550768
5.03473887367854,7.9665060403423045,0.0006223873788258,-0.0011666473215683146
5.268116981264143,8.201254354866347,0.0006503799522761,-0.001174603163897755
5.528362592061365,8.463330995748262,0.0006807548197684,-0.0011837516249044756
5.761024308583096,8.697672262030517,0.0007075561734382,-0.0011916169539536712
5.992869346860858,8.930374669117196,0.0007355487468885,-0.0011968549597746268
6.250646757701079,9.189347916672949,0.0007659236143808,-0.0012028431041130995
6.483949933733253,9.423943042540312,0.0007927249680506,-0.0012084289025711581
6.729261458866175,9.669954738897475,0.0008219086885219,-0.001212030033165184
6.970478996397953,9.91148027907404,0.0008510924089932,-0.0012140334325196013
7.196468020242366,10.138190446248904,0.0008772982255322,-0.0012167797456487477
7.448979029579762,10.39139806798315,0.000906481873244,-0.0012191248756530653
7.683944702148446,10.626189334093315,0.0009350700565846,-0.0012184328710825726
7.915002580672968,10.857839389516492,0.000961275800364,-0.001219718409031634
8.16812893700978,11.110959968152983,0.0009910551307257,-0.0012187131304053607
8.418693239726716,11.361760456801447,0.0010196432413067,-0.0012180948665743727
8.64339556012835,11.58601970591182,0.0010464445949764,-0.0012151025997328164
8.887035127670048,11.828734592397153,0.0010762239253381,-0.0012100062238631026
9.131496671646364,12.072938476391055,0.0011042164260288,-0.0012067564971443637
9.346347384982636,12.286268448558381,0.0011316133895888,-0.0011991697183384724
9.621255359952414,12.56077228580981,0.0011625838669715,-0.0011943841856272904
9.854259188213048,12.792811199886517,0.0011899808305315,-0.001187831294479484
10.070919612097368,13.007701287038508,0.0012173777940915,-0.001178273557415174
10.32611983163016,13.261203448623704,0.0012483482714742,-0.001168031400565918
10.565962110246938,13.50041032190149,0.0012745540880132,-0.00116174176785092
10.794200594463048,13.726978742246324,0.0013019509788136,-0.0011514526485437758
11.057573651510571,13.9887234966548,0.0013323259190656,-0.0011404472046351649
11.294655572800414,14.224377234957199,0.0013591273454949,-0.0011304796717079026
11.523962020874016,14.451033760952818,0.0013883109204471,-0.0011153795560188305
11.772118674384222,14.696823348487408,0.0014180902508087,-0.0011008007607293247
11.990862044077064,14.91357513334632,0.0014437004574574,-0.0010881501805199442
12.220879963466096,15.140840518833302,0.0014722885680384,-0.0010717325995384267
12.480476167466906,15.398167344179873,0.0015014722885098,-0.0010567444885230762
12.695485069638208,15.61053574404963,0.0015276781050488,-0.0010406851613807442
12.94076253497411,15.852716129280175,0.0015574574354104,-0.0010217411051158276
13.177370646643254,16.086082836171407,0.0015866411558818,-0.0010020136573487067
13.40153709290519,16.30731320768316,0.0016134424367919,-0.0009838214636751694
13.639500027611144,16.541347802868557,0.0016444129869341,-0.0009601307756541025
13.888957008482922,16.78777674217357,0.0016724054876249,-0.0009408669459858589
14.095527406722775,16.990931666646702,0.0016986113041639,-0.0009199271084805205
14.347430637904573,17.23896298448287,0.0017289862444158,-0.0008958606583707345
14.58941262865824,17.47752495300356,0.0017563831352163,-0.0008744645030769616
14.817496708461224,17.70201519328062,0.0017831845616456,-0.0008521601581766285
15.059695168147018,17.939832868631928,0.0018135593563783,-0.0008249624081431452
15.28664392138284,18.162810953682897,0.0018409563926979,-0.0008002709042726089
15.518006824311763,18.39012425886788,0.0018683532834984,-0.000775135562561397
15.7761119660877,18.64360521786473,0.0018987282237503,-0.000746503605983543
16.008119734506828,18.87142050771594,0.0019255295046605,-0.0007207081510048252
16.22960075499524,19.088441049798558,0.0019529265409801,-0.0006928336450945964
16.493187253437306,19.346988572711595,0.001983301481232,-0.0006619612114056923
16.7072568620954,19.556480943624482,0.0020101027621422,-0.0006331848923152834
16.947233109247144,19.791461288704852,0.0020386908727232,-0.0006022596589528161
17.221031491718573,20.05983132924043,0.0020684702030848,-0.0005700385783146292
17.437604873899367,20.2714080913286,0.0020958672394044,-0.000538431328142816
17.68164559016159,20.509871188861453,0.0021256464242469,-0.0005036163454402454
17.904873499794604,20.72772376532364,0.0021542345348279,-0.0004691974361209425
18.134170108371272,20.95179229932946,0.002180440351367,-0.0004375938283918899
18.382880801246355,21.194600306671795,0.0022096240718383,-0.0004014729943688604
18.621915484231582,21.427774136606157,0.0022382121824193,-0.00036524567401191946
18.85335407559841,21.653504660526067,0.0022650136088486,-0.00033068854982644
19.104768359471908,21.898467456962443,0.0022953885491006,-0.0002906131495691573
19.347958337693026,22.135401026927465,0.0023233810497913,-0.00025300582048437266
19.5543485974508,22.33611978380425,0.0023507779405918,-0.00021545920310381056
19.799056885734448,22.574166017315548,0.0023811528808437,-0.00017317123174209683
20.0400685507154,22.808673037802816,0.002407954307273,-0.0001350774926395788
20.231825207906983,22.994899686025793,0.0024347555881831,-9.67181014281096e-05
20.49700116354317,23.252624348577793,0.0024651305284351,-5.210862031065715e-05
20.712835826570952,23.462195435906075,0.0024925274192355,-1.149651600076268e-05
20.94152238633905,23.684199003220204,0.002519924310036,2.9926597970233657e-05
21.198831285749204,23.93386605722755,0.002550299395807,7.668742132728814e-05
21.41741798037572,24.14584564006576,0.0025776962866075,0.00011920576394494251
21.645383986215712,24.36683522130616,0.0026056889328174,0.00016337165533437232
21.91615028986857,24.62914948684759,0.0026360637275502,0.00021276372570316286
22.10748914688349,24.814496174038705,0.0026616739341989,0.0002537778188250238
22.34642392113096,25.045792475166703,0.0026902620447799,0.00030103390890624045
22.589397430420004,25.280933670393694,0.0027206368395127,0.00035151973275638834
22.808972616044286,25.493290188723854,0.0027468428015708,0.00039607289694582417
23.05162520635699,25.72789969813142,0.0027766218408942,0.0004470478937038205
23.30300618731794,25.970769627115562,0.0028064011712558,0.0004991498931909849
23.51344577849857,26.17403483255902,0.0028320113779045,0.0005442229781327601
23.76769535125254,26.419414253563836,0.0028617907082661,0.0005978187716566168
24.01034037272144,26.65342710821862,0.002889783354476,0.0006490937052796295
24.21696526663651,26.852830536711533,0.0029159890254959,0.000696377312172744
24.454885815817143,27.082383346131188,0.002946364111267,0.0007516548342733939
24.705385783362065,27.323527402221636,0.0029743564664386,0.0008053396821424514
24.920272827148413,27.530610921693665,0.0030011578928679,0.0008555564462997319
25.18221537272144,27.782638926630177,0.0030315326876007,0.0009144788908371552
25.40081569126667,27.993142102641706,0.0030589298694394,0.000966849388464783
25.62307024758952,28.20702389739823,0.0030863267602399,0.0010200188353574192
25.89184291779048,28.465220637661567,0.0031172973103821,0.0010822539741114326
26.11051892477365,28.675444393695198,0.0031440984457731,0.0011354862454532942
26.34488968622112,28.900540448091057,0.003172091091983,0.0011921567516297842
26.584743318103648,29.131226835683158,0.0032030616421252,0.0012536536439387161
26.803831070188576,29.34148158596533,0.0032292673131451,0.0013077065524126777
27.02921004522413,29.558011152772426,0.0032578554237261,0.001365844170206546
27.2964477539062,29.81380100805867,0.0032876347540877,0.0014303043455786255
27.513134668743813,30.021661802258908,0.003314436180517,0.0014863838818914305
27.736179412357465,30.235776065123797,0.0033430242910981,0.0015458044817203372
27.99663846454921,30.48473765819408,0.0033722078660503,0.0016106330648056827
