Actual Values,BPNN Predicted Values
39.37978895883715,39.29716670829271
39.59827423095699,39.51574892564988
39.8549337235708,39.76920164572439
40.08147527301127,39.99457963349884
40.30908857073096,40.220056002139636
40.53549085344587,40.44893554295642
40.78002808586,40.69018245940738
40.996512155684286,40.90677461920685
41.235751197451584,41.148220298861816
41.470303611149845,41.379763641841265
41.687178233313176,41.59958308079022
41.94574204702222,41.85622895524064
42.17092423211968,42.07943019440931
42.39332108270556,42.30312610439193
42.65470958891365,42.562296681407815
42.85905020577572,42.768723768604744
43.087792774987626,42.999658471992795
43.32657465859064,43.24068824534695
43.55039142426984,43.463177424474246
43.78281245155937,43.69735353238826
44.02242085290334,43.93650551807877
44.23419407435826,44.1494106278004
44.4703631930881,44.38779644093175
44.70948113335509,44.62675274846599
44.93232303195524,44.84975342804809
45.18126835898746,45.098680881576655
45.40966276138556,45.328201253248736
45.61816018725206,45.539810706765564
45.8725732470316,45.79528192025596
46.11093733045794,46.03204236076844
46.34345221141032,46.26413766788534
46.5870932927208,46.51113874109217
46.80440388028588,46.73014692086576
47.0198525322808,46.9497056174742
47.28919740707159,47.2155305792513
47.49956887865826,47.428138221485284
47.721441965254606,47.65403161839938
47.97430492582778,47.90679752166053
48.19399213034016,48.12700752499761
48.4198948693654,48.35732077532445
48.67529490637397,48.61123549123116
48.89288099985271,48.82990053878228
49.10776652987048,49.05161143340084
49.33982728019587,49.28604024644424
49.57737090095635,49.52280889722197
49.82152363610651,49.771115416639894
50.07370842827699,50.02064316072749
50.26000189402746,50.2157648942355
50.53174457852809,50.485103420555674
50.74534946017794,50.704126458800154
50.959396362304766,50.92038609308543
51.203064691452695,51.16758499887734
51.42264593215223,51.390440277951335
51.652030339316674,51.62217036501656
51.89996144128222,51.87289716633297
52.11784726097477,52.09240585209415
52.34677753751238,52.32282978695796
52.591523670014936,52.570098505054354
52.80460781521271,52.78699672534578
53.02383180648555,53.01202288883688
53.20464240180128,53.20886909803803
53.413015698629685,53.42324679295561
53.66947840130525,53.68109793215693
53.93372187538746,53.94297305367467
54.14617023770778,54.15852562924547
54.38298422192778,54.397701080109584
54.63813297332286,54.65138997511888
54.84418717641682,54.86198850387869
55.08465237087668,55.10741533801169
55.3399282788473,55.36020400825124
55.543263753255246,55.57093507417204
55.79603286016555,55.82508135559299
56.01644970121841,56.04935103709724
56.23436579628603,56.27057707670877
56.48025028289317,56.52047083294355
56.73167516314795,56.769277968289046
56.96443830217636,57.00448049327583
57.18791295611667,57.236768897415665
57.41801186213413,57.467713784818216
57.643666343083495,57.69846214657701
57.89137340727302,57.94992033750136
58.10566856747589,58.16624049841081
58.33226158505397,58.39886190823545
58.59253292992,58.658068742793596
58.81745474679128,58.884991074716666
59.03138054741747,59.10762848235991
59.26691085573222,59.3473129682484
59.37484862312445,59.48179377275176
59.64475964743001,59.749732854434086
59.87410772414429,59.982315642470745
60.08675590394032,60.19840972231978
60.34683954148064,60.459619865394465
60.57555789039255,60.69164926717787
60.80482725113159,60.92190977468226
61.06187124100936,61.180628720340984
61.28208220951144,61.40584008225783
61.5164196680462,61.64217922384747
61.77928864009794,61.90536809186739
61.97583032032794,62.108483792544995
62.21922011602493,62.35074185531884
62.47863769531255,62.611021280464676
62.72002931625128,62.85047739827322
62.938823397197474,63.07527994916268
63.200656951419845,63.337224239034576
63.42264205690413,63.56004707763139
63.65015544588604,63.7925632933914
63.896548558795246,64.03878528807614
64.10920279366637,64.25398363672328
64.3512544177827,64.49764910790192
64.61042373899429,64.75466474129695
64.81259663899746,64.96237162709988
65.06538391113287,65.21409440802049
65.30107165139826,65.4511431099497
65.36923968602747,65.55308830211804
65.65196930416049,65.8312128967837
65.880608937097,66.06125516855646
66.10598488459509,66.28644163763065
66.3712456112816,66.55024645289559
66.6077689519005,66.7848860901432
66.82313586038255,67.00277191390084
67.09143623473159,67.26724076010159
67.31768411303318,67.4921816460766
67.55177331349206,67.72518389182444
67.78673444475444,67.96185402680867
68.0203210739862,68.19081561857546
68.26449802943635,68.4309830135343
68.52690076071111,68.68823912959543
68.74100215851318,68.90133936421705
68.98819454132571,69.14410973121664
69.23320709712921,69.38704580709147
69.46221608964223,69.61306021152494
69.71996852329794,69.86629417210598
69.97627984909778,70.1148512732272
70.18752930656319,70.32528983176502
70.43799142988905,70.57194909874542
70.67274668860064,70.80088478364307
70.91120159815222,71.03124856028185
71.17192707364525,71.28360266258278
71.24207511780762,71.38751473574897
71.47165328737286,71.61145820244602
71.73341418069509,71.86378112269986
71.96609254867319,72.08831208611407
72.19132922944573,72.30796867604484
72.466320461697,72.56907596425
72.68615601554747,72.78289046838124
72.92559184725319,73.01432755981254
73.18327162000874,73.26227757323427
73.42793298146078,73.49358381738185
73.66121080186636,73.72147059305799
73.9187634180462,73.96700479796506
74.12923782590843,74.17075645837049
74.37437148321239,74.40524935686865
74.63082207573778,74.64657655818411
74.85449654715397,74.85904130367943
75.10529169960635,75.09760721123912
75.35437932090159,75.33231807782239
75.57022458031065,75.53913370784196
75.83093189057858,75.78373695271664
76.06253851027715,76.00352700364343
76.29097832573778,76.21848001003991
76.39683920239652,76.35134705364857
76.6449519566127,76.58117080552425
76.90562293643049,76.81962566478995
77.15644836425778,77.05615713477079
77.39951724097841,77.28121593986275
77.63282533675905,77.50120766811274
77.8945680648562,77.74447343429974
78.10542999751985,77.94344236239304
78.35499596974206,78.17294607030523
78.60761369977683,78.40765124419094
78.81831214541477,78.60575937411033
79.06327020554319,78.83339645151885
79.3113647945343,79.06296695346347
79.53088548448349,79.2677371203597
79.77142333984382,79.49267488792349
80.02151610359319,79.7218002809356
80.23208739265556,79.91861064385283
80.46899825807604,80.14043274131943
80.7188185434492,80.36764515122985
80.94786992148747,80.57797942429603
81.18237086704794,80.797662706315
81.28757779560398,80.92416080902218
81.50978088378905,81.13174962297317
81.78048512292285,81.37854164506281
82.01145595974398,81.58973104814727
82.23585704016301,81.79744694239777
82.4860164097378,82.02748438802483
82.72399902343746,82.24334924897428
82.95625353616381,82.45866448076666
83.23020329551096,82.7062013592855
83.44957866365952,82.9092004366838
83.69086129324779,83.13079401718137
83.94337608700715,83.36134581565331
84.17127094571556,83.56923137235047
84.40151517353367,83.78455436652565
84.65973990304127,84.01933845590041
84.89838857499382,84.23612734079721
85.1487417069692,84.46576512450514
85.39948236374634,84.69470800625469
85.59874277266239,84.88465013200866
85.70351979089159,85.01585091199752
85.97131153893858,85.25600674744807
86.22109549386158,85.48274288212966
86.47958059159541,85.7215444548378
86.73384530203684,85.95199719504045
86.9398995051308,86.14893758308745
87.1987842378162,86.38894157161297
87.43526519290985,86.6066960210306
87.68716236901668,86.83681335675166
87.9422747899616,87.07528630064964
88.1839812748016,87.29671333479595
88.40256342812191,87.50546852420084
88.65354628790001,87.74220873894393
88.87491983080668,87.9502808082576
89.11740742032494,88.17726212642953
89.37915620349698,88.42195418379498
89.59389338417668,88.62870421258901
89.841782100617,88.86433572894009
89.96453663659479,89.00947954394816
90.1716625879681,89.20939759077704
90.43717157273063,89.45903772290308
90.70288037496906,89.70721300400922
90.91359698583209,89.91107471643389
91.17354135664684,90.15834295132949
91.4367796882751,90.40534318654686
91.6587466285343,90.62116481287336
91.92658076210635,90.87720152411947
92.14963156079492,91.09372012678304
92.39406888447112,91.32678285681189
92.64247833736366,91.56999055935475
92.87501743861604,91.79517345115723
93.10870700412332,92.02391965186983
93.3775038946243,92.28431589519238
93.61945863754032,92.51938866590098
93.86402917286716,92.76027390045115
94.116677178277,93.00901492645606
94.34176248217382,93.23159945422249
94.56793164450032,93.45871613272413
94.69754658048112,93.61117499015131
94.91715204148063,93.83059551416144
95.18402947319872,94.09169540550542
95.43830023871524,94.34245124072551
95.67054869636652,94.57321030144168
95.91796511695492,94.8217318100462
96.15359230647016,95.05927359158065
96.40223790728858,95.30331367748302
96.6405293298146,95.54705276260522
96.89624120318696,95.79978440052834
97.10177466982891,96.01286486710951
97.35952104840952,96.27337917281321
97.5937313503689,96.51012890205797
97.82626439654636,96.74694250739611
98.09989323691714,97.02253796126065
98.33525400313128,97.25918142048184
98.56377253456716,97.49377090848873
98.8381703694662,97.76903074125751
99.0382966541108,97.9779850523829
99.26723904079856,98.2147949684895
99.3939838712178,98.37173229415944
99.6301439073351,98.61162197551424
99.90665496341762,98.88891633361534
100.15767415364589,99.14565533850968
100.39340427943635,99.38378602658612
100.64897083100826,99.64571583529703
100.89811294797876,99.90046342636126
101.12740047394288,100.13486826065977
101.38760521298369,100.40215340301053
101.62672012571302,100.64908993675607
101.8590412442646,100.88738239367282
102.12511335100444,101.16087860712106
102.3592509920635,101.40081624469587
102.58620731414318,101.63595292129831
102.85856458875874,101.91267899242196
103.09385269407238,102.15472334670415
103.31442696707587,102.38573238869002
103.59727163163448,102.67321054535097
103.8106524755084,102.89616823495001
104.04121762230288,103.13427590901503
104.14593408978176,103.27421887562191
104.37596638997395,103.50972578816979
100.72640918550032,100.52294307209587
101.19499327644476,100.96255607869273
101.56339009602856,101.3132107782504
101.92649478004095,101.66463106690702
102.25351727198048,101.9860886039968
102.5751265268478,102.29932366310516
102.91858249240444,102.6368279992963
103.21302868071064,102.9303928482199
103.48769899398556,103.20352344988198
103.76256306966144,103.48360962157041
104.01280721028652,103.73914434822912
104.25775921533986,103.98923446252977
104.54157269190225,104.27671744808616
104.78897094726555,104.52873684223387
105.03295414031491,104.77780964562761
105.31823294503349,105.06525158156612
105.56842864505826,105.31832999943153
105.83366515144476,105.58482613597793
106.11845955016128,105.8723444393046
106.35966951884922,106.11744531315065
106.61423698304192,106.3754663479595
106.88462030319936,106.6493865576115
107.11769225105414,106.88716079572652
107.3954990931919,107.16681531672185
107.67753237769716,107.44971385828944
107.92496696351064,107.6978016036857
108.19366697281129,107.96909969402545
108.43892173161588,108.21973972995924
108.67368910047747,108.45662456198663
108.9476933554997,108.730543579244
109.1976226322235,108.98332240373063
109.43614414760049,109.22353602893651
109.71987285311256,109.50555372882636
109.94472200908363,109.73496098163619
110.18960135323668,109.97963180897267
110.46388414171,110.25394824300486
110.71158515082462,110.50134240828277
110.96853831457716,110.75604032237851
111.24388679625493,111.0302966196193
111.48595658559653,111.27129062426756
111.74414498465396,111.52901582586541
112.0184883238778,111.80152580297296
112.24770924401668,112.0302987678977
112.49673025948668,112.2787663194919
112.76880900065112,112.54760534712698
113.00339471726193,112.78000205265498
113.26009356786336,113.03485519216774
113.52477300734748,113.29590544187383
113.77748761858255,113.5432043382365
114.03754098074778,113.79998171897279
114.27364046611476,114.03619685751966
114.52046954442588,114.27802851006714
114.7713434128535,114.5276025701887
115.04899282304063,114.79572517776707
115.28052678183904,115.02455526009523
115.54653833782858,115.28657259804628
115.80065772646954,115.53505025767198
116.04253375341015,115.77253960554721
116.32404630146335,116.04728772839017
116.43037341889892,116.17436664338953
116.66114443824416,116.40237537816655
116.9564262269035,116.68670206046062
117.19028533451144,116.91501633396398
117.43790157257573,117.15697043752014
117.72727360801098,117.43596614607114
117.94738769531256,117.65365986975759
118.19794669983874,117.89839704442814
118.46268669007316,118.15617911268411
118.69199238126238,118.37994479611505
118.93804640997034,118.62062181661717
119.1996014307416,118.87452034110133
119.41339401971732,119.08543580056626
119.68612670898445,119.34895976037076
119.7999015687005,119.48257915883113
117.81842670743428,117.91542876290855
118.2962811182416,118.34732805720604
118.6616443452381,118.68234683549089
118.931628030444,118.93791335211978
119.23927428230414,119.22966826194322
119.5028880285838,119.48139212252387
119.74377102322048,119.71529947413607
120.0530521453373,120.0079505718382
120.28281802222844,120.23175963054146
120.53088233584444,120.47114748933426
120.81614903041302,120.7431022681112
121.048349047464,120.96699252309615
121.31930154467382,121.22473570355058
121.59362066359748,121.4882741726715
121.83515760633684,121.7195385305924
122.09098452613462,121.96627650270696
122.38568502759176,122.24466536626502
122.61945936414938,122.47018460765594
122.8856767926897,122.72598093812768
123.1543162512402,122.98217620478823
123.35946219308032,123.18411641050963
123.64455934554807,123.45520535860855
123.91709827241444,123.71448687414721
124.1337004162016,123.92640313256929
124.4173443506635,124.19623475750589
124.66756427098842,124.43640533569415
124.89198957170764,124.65389187897637
125.16185215541302,124.91237038111062
125.28766450427824,125.04863069262215
125.51996140252989,125.27318607131632
125.8071899414062,125.54660730667958
126.03664095439603,125.76808681377973
126.30327012803826,126.0209846162005
126.58490377759176,126.2891591764043
126.79903545076893,126.49869331038275
127.06761435856887,126.7554067051636
127.33839731367812,127.01537780566703
127.56566849965904,127.2344251095276
127.831280420697,127.48947417098269
128.10391622876364,127.74973209579505
128.3191983661954,127.95888346329892
128.59874906994048,128.22501695423873
128.85624719044526,128.47282492844994
129.0858556353857,128.6947056124353
129.35190352182542,128.9504294090967
129.5829894050719,129.17429272166785
129.8086378309462,129.39297622081338
129.9637567429316,129.5556751804147
128.98857480003716,128.76621371611097
128.43527415442097,128.330260935498
128.90012226407495,128.75191057776735
129.2378137982081,129.0639461378403
129.50242057679193,129.3158450144964
129.7907026987227,129.59019176206561
130.02135261656747,129.81179267122656
130.2793835836743,130.05777063674665
130.5444747682602,130.31098674688133
130.78125242203,130.53795564333254
131.03693402002733,130.78277308004022
131.33303929889018,131.06316984935194
131.5692962162078,131.28937189484543
131.82362147739954,131.53389868367157
132.08681136842765,131.78606746720865
132.30998932369175,132.00136582617125
132.59387546115445,132.27142258274225
132.8537713913691,132.52054888261029
133.06559002588668,132.7263717075732
133.3417014470176,132.99126122208716
133.5899110824343,133.23067484740687
133.8271125914559,133.45963440797036
134.1221279568143,133.74174227682522
134.3572344098773,133.96859709086905
134.58727882021952,134.19170279408468
134.88355364118303,134.4748621555042
135.10343763563367,134.68886782636827
135.3417048378597,134.9194274429659
135.6216309562562,135.189400120323
135.86190844339032,135.4214590726953
136.1124553377667,135.66411452232856
136.3684881301154,135.91219569192188
136.54771835084952,136.0907300715645
136.74574352446064,136.2876858236266
137.01617528521825,136.5491579088797
137.24617125496033,136.77286525944663
137.50827123248382,137.0268513136012
137.76105850461937,137.27279362469204
137.98095460922,137.48795975474997
138.2492549835689,137.74880941543185
138.48587520538808,137.97992736026453
136.68851095532622,136.41512742668272
137.29019165039062,136.96675136045627
137.67705039372527,137.3285299076951
137.94607737707713,137.5858570425081
138.21781703404017,137.8488336387902
138.43558175223225,138.06155299869135
138.68887765066972,138.30547308042233
138.98030841161335,138.58601256053373
139.21174548921127,138.81084895309473
139.4511752658421,139.04335174404736
139.73685370551223,139.3189536300427
139.9596320258246,139.53646926074325
140.21177746000748,139.7816116360017
140.476820203993,140.03888859190656
140.69775778149813,140.25512143403571
140.9665304516989,140.51608315443778
141.2374829489087,140.77959379396285
141.4468311128162,140.98573837813922
141.73729306175605,141.2672242186581
141.99647449311763,141.52023518128917
142.22243778289317,141.74178907525348
142.4961635044643,142.00868632412795
142.73351033528652,142.24157696676693
142.9569910443019,142.46123340175473
143.24326288132448,142.74007744202424
143.47603207542778,142.96882428003715
143.7107510036892,143.1994649396841
143.9829871768043,143.4663134239875
144.20851450117812,143.68842367674594
144.4371420239646,143.91380538649594
144.724334232391,144.19450292075956
144.9402945382254,144.40843046718695
145.18425351097477,144.6488927028167
145.46066768585683,144.92070812212177
145.6816294836619,145.13885288804232
145.9190005347843,145.3738110945658
146.05189732142858,145.5123005529084
146.25179956829732,145.71070806859115
146.51859828404017,145.97305497990743
146.78086780366445,146.23130162785972
146.98918660481775,146.4382752705328
147.2533331976997,146.6984133146126
147.48823377821176,146.93109127338656
147.70367334759433,147.1445177889993
147.97311207604795,147.40977667573742
148.09974791511652,147.5411768123828
146.7840285528275,146.32581793624854
147.27439274863585,146.7964493567632
147.55209059942334,147.06800095302344
147.79861692398322,147.31054483525782
148.08921208457352,147.59568221464954
148.3079092843192,147.81207400813364
148.55756002759173,148.05751351911653
148.83982340494796,148.33460138120267
149.07344030955477,148.56488002254102
149.31721763005334,148.8052225350693
149.58738296751002,149.07135782197108
149.79245624844984,149.2746485075641
150.05488320002476,149.53307483591385
150.3095959860181,149.78425677197936
150.51766047402032,149.9903589908615
150.79205225384433,150.26006921339274
151.04892064654635,150.51326513480646
151.2605576288132,150.72268385519018
151.52532183934778,150.9834945248638
151.76587785993303,151.2212252662443
151.98538643973225,151.43817712803886
152.26199437701507,151.71045280981645
152.48516022212922,151.93096564018916
152.70964607359875,152.15244164943974
152.99430726066478,152.43186054885837
153.20055522615954,152.63601080576095
153.42803228469128,152.86030024368065
153.70783730158732,153.1348484667684
153.87363736591635,153.30091248977365
154.04611012292287,153.47339646701172
154.335191514757,153.75615252880309
154.53441559322303,153.95298188197225
154.78283110119048,154.1968136681592
155.04447089301223,154.45336031068115
155.24741278754334,154.6535911071232
155.50663054935526,154.90715221685383
155.77028062608508,155.16491561112795
155.97895062158986,155.3703769165252
156.25899784148683,155.6433741872862
156.4838348873078,155.86412445287363
156.68433053152907,156.06112747713578
156.94583711170017,156.31628198060258
157.19100709945448,156.55556866384023
157.3895651196676,156.75082864684484
157.06156170557415,156.4553809881568
156.3874865335132,155.8301937275464
156.76728505936876,156.19671152335502
157.0581345331102,156.4799545587296
157.26665920681432,156.68444583185214
157.49143570188494,156.90410808477597
157.76179480174238,157.1675623279849
157.97894190228175,157.3797783887624
158.23980664450033,157.63322361203936
158.50971766880588,157.89551187567807
158.72515723818825,158.10569698162692
158.9827401297429,158.35590587537487
159.2559087844127,158.62066159839455
159.43986196366507,158.8008633313186
159.69634283156668,159.04973328841098
159.9519638788127,159.29741971321334
160.15644376240158,159.4965907040753
160.4308718726746,159.7614196820684
160.67937215169204,160.00178333088044
160.9044877309651,160.21970024466583
161.15797739180317,160.46458150896206
161.3805013989651,160.68025517445872
161.5974547371032,160.89024827941313
161.86472574869842,161.1478535320295
162.07413446335556,161.3508738010127
162.30345226469524,161.5719370178494
162.58515857514925,161.84219564128355
162.80957176571746,162.0589479621976
163.05049109080477,162.29100262897788
163.33929394918732,162.56780677897447
163.519880506727,162.74363729576032
163.76264057462222,162.9771247766076
164.02884589301271,163.23247307406407
164.21665009998097,163.41457086869502
164.47795080760162,163.66461424315364
164.7197178431921,163.8974207056333
164.7929600306921,163.9748382842721
165.09212917751748,164.26016771350152
165.31275189112063,164.47313235820488
165.50865778847302,164.66255940508765
165.77200511145242,164.91483345325818
166.00499228825717,165.13888839114253
166.22189718579523,165.34779196450617
166.47119673471587,165.5875253510112
166.7025611514143,165.81043712669975
166.92526681082543,166.02524805320957
167.21633426726828,166.30407832063466
167.3933483305429,166.4767642436939
167.6238408164365,166.69844643208776
167.87059723384766,166.9363149302422
168.0528186616445,167.11398888420786
167.22965543232223,166.36867069249482
166.69490753658258,165.88530975173174
167.08128187391426,166.2511786830395
167.34288533528573,166.502450232275
167.57825821165082,166.72993883613242
167.78824821351114,166.93283894127578
168.0555434454048,167.18980308528396
168.3129689050095,167.43775240907243
168.5150873093381,167.63384205595338
168.77264598059207,167.88215512122915
169.03122190445237,168.13156293116592
169.23725188724606,168.33183549035695
169.5413135346905,168.62415134990707
169.76238432384602,168.83889785095752
169.95173863002225,169.02373335673443
170.2523488847032,169.3133224282351
170.46173337906194,169.51774339183225
170.6767248728921,169.7273447530981
170.9597511897016,170.00157935109465
171.17298671177463,170.21019010973507
171.3932945614762,170.42539912030932
171.66665697854603,170.69148597495484
171.8604314894905,170.88193952499523
172.11555602058576,171.1305085704385
172.38649640764442,171.39529174971037
172.56303817506827,171.57024375454608
172.8029039171,171.80578987696813
173.05827065119686,172.056883279193
173.26816377185716,172.2639607197774
173.51846846323176,172.5107330019047
173.75278775654127,172.74231577742069
173.95695277622698,172.94479820047482
174.1309998527413,173.12010581680883
174.36746264260955,173.35457008390065
174.5519486684651,173.5394275211475
174.83139038085872,173.81592754429815
175.0409686376175,174.0254920420137
175.2574739002048,174.24156635982033
175.51688542441747,174.50008084015218
175.74029347253176,174.72382184776072
175.95355321490638,174.93771339798764
176.22025504944764,175.204585578845
176.4201330760175,175.40637534884564
176.64022294301907,175.62795788289824
176.90406678214924,175.8930037510133
177.07862248496352,176.0708455714369
177.29659307570637,176.29161525014086
175.62079051184287,174.67856941596315
176.10140603686193,175.15037671720665
176.40026031978573,175.44811304650025
176.63232712518572,175.68177430459596
176.81815737769688,175.86997719962315
177.09376017252538,176.14624971599605
177.32615395197777,176.3810431335189
177.5547088138635,176.61172633923724
177.81266712007144,176.87215537807427
178.03527589828258,177.09819252399984
178.2568310934397,177.32279820879043
178.5300724090095,177.5996269192414
178.74380444723494,177.81766838252014
178.91736711774604,177.99590603192667
179.22245812794446,178.30493733000696
179.41826714409683,178.5058966869417
179.6362861754397,178.72932278109144
179.92665124317935,179.02520874023025
180.10853358677463,179.2130314909138
180.3490411667604,179.4590891092592
180.61382959759365,179.73032225560206
180.79315669952857,179.91578480628732
181.0577876984127,180.18661942555644
181.29745967804448,180.43338636350663
181.475382002573,180.61804948538816
181.73358251178092,180.8833918998851
181.9638691251238,181.12110982536328
182.14548504541747,181.30960760276025
182.41789076063336,181.5895095912563
182.65268234979524,181.8318707072104
182.8455364893349,182.03180954243408
183.11652531699525,182.31073938654603
183.3410596090651,182.5432438863223
183.51664467463493,182.72646467050825
183.8210454062809,183.03913919716297
184.003351605127,183.22927047456648
184.20896984282064,183.44207045909425
184.48776971726195,183.72896580378247
184.5342726934524,183.78356823249308
183.34531027173173,182.6054776619841
183.8339306059333,183.10270362482635
184.03763543991747,183.31411142865912
184.24389551556348,183.52843323009654
184.49588351779525,183.7889409631289
184.6594674246651,183.96011209881297
184.9222940111921,184.2308118674613
185.1871672130762,184.50417240938017
185.36984882657464,184.6942740409487
185.6423998635921,184.97467890954408
185.8705550905254,185.2109614225735
186.05934021964924,185.40707453268183
186.3424634176588,185.69782753232045
186.55390663752544,185.9165260756705
186.7431640625,186.11253803485715
187.03258453853493,186.40878172535622
187.22479684012225,186.6077714495381
187.4393644787016,186.82843681234155
187.72241501581112,187.1174619684866
187.9041762579048,187.3058249819823
188.13135056268567,187.53834639133146
188.4010072738413,187.81298257244785
188.5715181865397,187.98932400080525
188.6997041248143,188.12446908077234
188.97654215494765,188.40544602252606
189.1601804703,188.5942695574792
189.39607408311588,188.8338097099969
189.6621583000064,189.10285452881234
189.8439679827016,189.28913536999033
190.1035248287143,189.55081560465916
190.3346954830112,189.78471768584572
190.4925876193572,189.94653427048928
190.7761710030699,190.22994800708076
190.9793551006016,190.43624236798615
191.14255148266983,190.6029261698517
191.34568713960164,190.80867545204237
